category,job_title,Text,experience_years,skills,education
QA Engineers Resumes,Manual Tester,"Principal/Leadership Manual Tester with 9.0+ years of experience in QA Engineers.. Proven expertise in Agile, Test Automation, Regression Testing, Cucumber and JIRA.. Educated with Self-taught from Georgia Tech.. Previously worked at Stripe where I led enterprise-level solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Established engineering culture and processes across global teams. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Test Automation.",9.0,"Python, Manual Testing, JavaScript, Test Automation, Agile, Performance Testing, Scrum, Regression Testing",Bachelor's in Mathematics
Security Engineers Resumes,GRC Analyst,"Entry-Level GRC Analyst with 1.9+ years of experience in Security Engineers.. Proven expertise in Firewalls, SOC, SIEM and Vulnerability Assessment.. Educated with Bachelor's in Business Administration from Cambridge.. Previously worked at Citigroup where I architected high-availability solutions.. Contributed to agile development team delivering 4 features. Demonstrated proficiency in SIEM and Firewalls. Completed 3 internships gaining practical industry experience. Developed 3 applications using SOC and Firewalls. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in SOC.",1.9,"Network Security, AWS Security, NIST, Bash, Encryption, SOC, Security Auditing, Vulnerability Assessment",Bachelor's in Information Technology
Full Stack Developers Resumes,MEAN Stack Developer,"Junior To Mid-Level MEAN Stack Developer with 2.6+ years of experience in Full Stack Developers.. Proven expertise in Redis, MongoDB, React, Spring Boot and Java.. Educated with Master's in Computer Science from Cambridge.. Previously worked at Apple where I managed customer-facing solutions.. Collaborated with cross-functional teams on 6 major initiatives. Successfully delivered 7 projects using React and Spring Boot. Implemented automated testing resulting in 30% reduction in bugs. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in React.",2.6,"Python, GraphQL, Java, Docker, JavaScript, REST APIs, Spring Boot, Git",Bachelor's in Computer Science
Technical Project Managers Resumes,Delivery Manager,"Mid-Level Delivery Manager with 5.7+ years of experience in Technical Project Managers.. Proven expertise in Project Management, Stakeholder Management, Scrum, SDLC, JIRA and Leadership.. Educated with Master's in Computer Science from Oxford.. Previously worked at Oracle where I managed customer-facing solutions.. Mentored 3 junior developers and conducted code reviews. Reduced deployment time by 31% through CI/CD pipeline optimization. Architected scalable solutions using Stakeholder Management and SDLC. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Leadership.",5.7,"Strategic Planning, Project Management, Risk Management, JIRA, Confluence, SDLC",Master's in Artificial Intelligence
Data Analysts Resumes,Marketing Analyst,"Entry-Level Marketing Analyst with 1.1+ years of experience in Data Analysts.. Proven expertise in A/B Testing, SQL, R and Statistics.. Educated with Master's in Information Systems from Oxford.. Previously worked at Google where I managed high-availability solutions.. Demonstrated proficiency in A/B Testing and A/B Testing. Contributed to agile development team delivering 6 features. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Statistics.",1.1,"Machine Learning, Data Analysis, Pandas, R",Bachelor's in Information Technology
QA Engineers Resumes,QA Engineer,"Junior To Mid-Level QA Engineer with 3.8+ years of experience in QA Engineers.. Proven expertise in Selenium, Cucumber, JavaScript and Agile.. Educated with Self-taught from Oxford.. Previously worked at Dropbox where I architected mission-critical solutions.. Implemented automated testing resulting in 40% reduction in bugs. Collaborated with cross-functional teams on 5 major initiatives. Improved system performance by 28% through optimization. Successfully delivered 11 projects using JavaScript and Agile. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in JavaScript.",3.8,"Manual Testing, Test Automation, TestNG, Scrum, Regression Testing, Performance Testing",Bachelor's in Computer Science
Security Engineers Resumes,Cybersecurity Analyst,"Mid-Level Cybersecurity Analyst with 5.6+ years of experience in Security Engineers.. Proven expertise in Encryption, Firewalls, Python, AWS Security, Security Auditing and SIEM.. Educated with Bachelor's in Business Administration from MIT.. Previously worked at Twitter where I led high-availability solutions.. Reduced deployment time by 46% through CI/CD pipeline optimization. Led development of 3 high-impact features serving 50015+ users. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Encryption.",5.6,"Identity Management, Network Security, SIEM, Vulnerability Assessment, AWS Security",Bachelor's in Computer Science
Frontend Developers Resumes,Angular Developer,"Principal/Leadership Angular Developer with 9.3+ years of experience in Frontend Developers.. Proven expertise in Storybook, React, Webpack, Angular, GraphQL, Jest and REST APIs.. Educated with Bachelor's in Electrical Engineering from Carnegie Mellon.. Previously worked at PwC where I architected scalable solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Drove 56% revenue growth through technical innovation. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Webpack.",9.3,"HTML5, Vue.js, UI/UX, Jest, React, CSS3, Webpack",Bachelor's in Computer Science
QA Engineers Resumes,Manual Tester,"Mid-Level Manual Tester with 5.4+ years of experience in QA Engineers.. Proven expertise in Performance Testing, Python, SQL, PyTest and Regression Testing.. Educated with Self-taught from Cambridge.. Previously worked at Twitter where I developed enterprise-level solutions.. Architected scalable solutions using Python and Python. Reduced deployment time by 39% through CI/CD pipeline optimization. Managed technical debt reduction initiatives saving 149 developer hours monthly. Led development of 6 high-impact features serving 59438+ users. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in PyTest.",5.4,"Test Automation, Scrum, SQL, Python, Manual Testing, PyTest",Master's in Information Systems
Data Analysts Resumes,Data Analyst,"Principal/Leadership Data Analyst with 8.2+ years of experience in Data Analysts.. Proven expertise in Dashboard Creation, A/B Testing, R, NumPy, Machine Learning and Pandas.. Educated with Bachelor's in Computer Science from Stanford.. Previously worked at Cognizant where I led enterprise-level solutions.. Drove 50% revenue growth through technical innovation. Directed technology roadmap for 4 product portfolios. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Pandas.",8.2,"Pandas, Big Data, NumPy, Excel, Dashboard Creation, Python, Data Analysis, SQL",Master's in Data Science
DevOps Engineers Resumes,AWS Engineer,"Mid-Level AWS Engineer with 4.4+ years of experience in DevOps Engineers.. Proven expertise in Helm, ELK Stack, CI/CD, Kubernetes and Azure.. Educated with Master's in Data Science from UC Berkeley.. Previously worked at Tesla where I architected enterprise-level solutions.. Managed technical debt reduction initiatives saving 105 developer hours monthly. Architected scalable solutions using Azure and Azure. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in CI/CD.",4.4,"Terraform, CI/CD, Grafana, Kubernetes, Nginx, Bash, Docker",Bachelor's in Electrical Engineering
Python Developers/Data Engineers Resumes,Data Scientist,"Junior To Mid-Level Data Scientist with 3.8+ years of experience in Python Developers/Data Engineers.. Proven expertise in NumPy, Docker, AWS, Pandas and Data Pipelines.. Educated with Master's in Information Systems from Stanford.. Previously worked at PwC where I led scalable solutions.. Collaborated with cross-functional teams on 5 major initiatives. Implemented automated testing resulting in 40% reduction in bugs. Improved system performance by 19% through optimization. Successfully delivered 9 projects using Pandas and Data Pipelines. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Pandas.",3.8,"Data Pipelines, PostgreSQL, ETL, Machine Learning, TensorFlow, Pandas, Airflow",Self-taught
Mobile Developers Resumes,Flutter Developer,"Principal/Leadership Flutter Developer with 11.3+ years of experience in Mobile Developers.. Proven expertise in Google Play, GraphQL, Android, Flutter, iOS and Firebase.. Educated with Bachelor's in Information Technology from Carnegie Mellon.. Previously worked at Stripe where I developed customer-facing solutions.. Built and managed 17 person engineering organization. Directed technology roadmap for 6 product portfolios. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in iOS.",11.3,"Swift, Flutter, Google Play, App Store, Xcode, Git, Firebase, React Native",Bachelor's in Computer Science
